Guideline,ID,XLSM ID,Initial Status,Status,Judge Action,Judge Reason,DOCX Control Requirement,XLSM Control Requirement,Judgment Changed
ICT Patch and Vulnerability Management Guideline_v2.0,13.1,13.1,Match,Match,skipped,Skipped second-pass adjudication because first-pass is an exact match.,"Within three months of receiving notification from the TLPT authority that a TLPT is to be conducted, the legal entity must submit the following TLPT initiation documents to the test managers: A project charter, including a high-level project plan, containing the information set out in Annex I of the DORA RTS on TLPT The contact details of the control team lead Information on the intended use of internal or external testers, or both Information on the communication channels to be used during the TLPT The code name for the TLPT","Within three months of receiving notification from the TLPT authority that a TLPT is to be conducted, the legal entity must submit the following TLPT initiation documents to the test managers: - A project charter, including a high-level project plan, containing the information set out in Annex I of the DORA RTS on TLPT - The contact details of the control team lead - Information on the intended use of internal or external testers, or both - Information on the communication channels to be used during the TLPT - The code name for the TLPT",False
ICT Patch and Vulnerability Management Guideline_v2.0,13.2,13.2,Match,Match,skipped,Skipped second-pass adjudication because first-pass is an exact match.,"After the validation of the TLPT initiation documents by the TLPT authority, a control team must be established to support the control team lead in the following tasks: Defining communication channels and processes within the control team, as well as with the testers and threat intelligence providers, on all matters related to the TLPT Informing the management body of the legal entity about the progress of the TLPT and the associated risks Making decisions based on subject matter expertise throughout the TLPT Selecting the threat intelligence provider and the external testers, internal testers, or both for the TLPT Preparing the scope specification document","After the validation of the TLPT initiation documents by the TLPT authority, a control team must be established to support the control team lead in the following tasks: - Defining communication channels and processes within the control team, as well as with the testers and threat intelligence providers, on all matters related to the TLPT - Informing the management body of the legal entity about the progress of the TLPT and the associated risks - Making decisions based on subject matter expertise throughout the TLPT - Selecting the threat intelligence provider and the external testers, internal testers, or both for the TLPT - Preparing the scope specification document",False
ICT Patch and Vulnerability Management Guideline_v2.0,13.3,13.3,Match,Match,skipped,Skipped second-pass adjudication because first-pass is an exact match.,The legal entity must submit a scope specification document containing all the information set out in Annex II of the RTS on TLPT to the test managers within six months of receiving notification from the TLPT authority requesting that a TLPT be carried out. The management body of the financial entity shall approve the scope specification document.,The legal entity must submit a scope specification document containing all the information set out in Annex II of the RTS on TLPT to the test managers within six months of receiving notification from the TLPT authority requesting that a TLPT be carried out. The management body of the financial entity shall approve the scope specification document.,False
ICT Patch and Vulnerability Management Guideline_v2.0,13.4,13.4,Match,Match,skipped,Skipped second-pass adjudication because first-pass is an exact match.,"Once contracted, the control team must share the initiation documents and scope specification document with the testers and threat intelligence providers and inform them about the testing process to be followed.","Once contracted, the control team must share the initiation documents and scope specification document with the testers and threat intelligence providers and inform them about the testing process to be followed.",False
ICT Patch and Vulnerability Management Guideline_v2.0,13.5,13.5,Match,Match,skipped,Skipped second-pass adjudication because first-pass is an exact match.,The procurement or assignment of testers and threat intelligence providers must be finalized before the testing phase begins.,The procurement or assignment of testers and threat intelligence providers must be finalized before the testing phase begins.,False
ICT Patch and Vulnerability Management Guideline_v2.0,14,14,Match,Match,skipped,Skipped second-pass adjudication because first-pass is an exact match.,It must be ensured that during the preparation phase the control team adequately assesses risks associated with TLPTs.,It must be ensured that during the preparation phase the control team adequately assesses risks associated with TLPTs.,False
ICT Patch and Vulnerability Management Guideline_v2.0,14.1,14.1,Match,Match,skipped,Skipped second-pass adjudication because first-pass is an exact match.,"All of the following must be considered for the inclusion of critical or important functions in the scope of the TLPT: Criticality or importance of the function and its possible impact to the financial sector and on financial stability at national and Union level Importance of the function for the day-to-day business operations of the legal entity Exchangeability of the function Interdependence with other functions Geographical location of the function Sectoral dependence of other entities on the function Threat intelligence concerning the function, where available","All of the following must be considered for the inclusion of critical or important functions in the scope of the TLPT: - Criticality or importance of the function and its possible impact to the financial sector and on financial stability at national and Union level - Importance of the function for the day-to-day business operations of the legal entity - Exchangeability of the function - Interdependence with other functions - Geographical location of the function - Sectoral dependence of other entities on the function - Threat intelligence concerning the function, where available",False
ICT Patch and Vulnerability Management Guideline_v2.0,14.2,14.2,Match,Match,skipped,Skipped second-pass adjudication because first-pass is an exact match.,"The control team must consult the test managers on the TLPT risk assessment and risk management measures prior to initiating the testing phase. Additionally, they must review the risk assessment and risk management measures if the TLPT authority determines that they do not adequately address the risks of the TLPT.","The control team must consult the test managers on the TLPT risk assessment and risk management measures prior to initiating the testing phase. Additionally, they must review the risk assessment and risk management measures if the TLPT authority determines that they do not adequately address the risks of the TLPT.",False
ICT Patch and Vulnerability Management Guideline_v2.0,14.3,14.3,Match,Match,skipped,Skipped second-pass adjudication because first-pass is an exact match.,"The control team must at least consider the following types of risks in their risk assessment and management: Granting the threat intelligence provider and external testers access to sensitive and confidential information Non-compliance of the TLPT with the requirements laid out in this Guideline, including breaches of confidentiality or lack of ethical conduct Crisis and incident escalation Activities of the red or blue team, including risks associated with the disruption of critical activities and corruption of data due to the activities of the testers or the blue team and potential impacts on third parties Incomplete restoration of systems affected by the TLPT","The control team must at least consider the following types of risks in their risk assessment and management: - Granting the threat intelligence provider and external testers access to sensitive and confidential information - Non-compliance of the TLPT with the requirements laid out in this Guideline, including breaches of confidentiality or lack of ethical conduct - Crisis and incident escalation - Activities of the red or blue team, including risks associated with the disruption of critical activities and corruption of data due to the activities of the testers or the blue team and potential impacts on third parties - Incomplete restoration of systems affected by the TLPT",False
ICT Patch and Vulnerability Management Guideline_v2.0,14.4,14.4,Match,Match,skipped,Skipped second-pass adjudication because first-pass is an exact match.,"Effective risk management controls must be applied, with the cooperation of ICT third-party service providers and involved parties (excluding competent authorities), to mitigate the risks of potential impact on data, damage to assets, and disruption of critical or important functions, services, or operations within the legal entity, its counterparts, or the financial sector.","Effective risk management controls must be applied, with the cooperation of ICT third-party service providers and involved parties (excluding competent authorities), to mitigate the risks of potential impact on data, damage to assets, and disruption of critical or important functions, services, or operations within the legal entity, its counterparts, or the financial sector.",False
ICT Patch and Vulnerability Management Guideline_v2.0,15,15,Match,Match,skipped,Skipped second-pass adjudication because first-pass is an exact match.,"During the preparation phase, the control team must ensure that the testers contracted and involved in the TLPTs, including internal testers and threat intelligence providers, are suitably qualified.","During the preparation phase, the control team must ensure that the testers contracted and involved in the TLPTs, including internal testers and threat intelligence providers, are suitably qualified.",False
ICT Patch and Vulnerability Management Guideline_v2.0,15.1,15.1,Match,Match,skipped,Skipped second-pass adjudication because first-pass is an exact match.,"Only testers, whether internal or external, that meet all the following must be used to perform the TLPTs: Demonstration of highest suitability and reputability Possess technical and organizational capabilities and show specific expertise in threat intelligence, penetration testing, and red team testing Be certified by an accreditation body in a Member State or adhere to formal codes of conduct or ethical frameworks Provide independent assurance or an audit report regarding the sound management of risks associated with conducting the TLPT, including appropriate protection of the legal entity's confidential information and redress for business risks Be fully and duly covered by relevant professional indemnity insurances that cover risks of misconduct and negligence. Threat intelligence providers must also have such insurance","Only testers, whether internal or external, that meet all the following must be used to perform the TLPTs: - Demonstration of highest suitability and reputability - Possess technical and organizational capabilities and show specific expertise in threat intelligence, penetration testing, and red team testing - Be certified by an accreditation body in a Member State or adhere to formal codes of conduct or ethical frameworks - Provide independent assurance or an audit report regarding the sound management of risks associated with conducting the TLPT, including appropriate protection of the legal entity's confidential information and redress for business risks - Be fully and duly covered by relevant professional indemnity insurances that cover risks of misconduct and negligence. Threat intelligence providers must also have such insurance",False
ICT Patch and Vulnerability Management Guideline_v2.0,15.10,15.10,Match,Match,skipped,Skipped second-pass adjudication because first-pass is an exact match.,External testers must provide at least five references from previous assignments related to penetration and red team testing.,External testers must provide at least five references from previous assignments related to penetration and red team testing.,False
ICT Patch and Vulnerability Management Guideline_v2.0,15.11,15.11,Match,Match,skipped,Skipped second-pass adjudication because first-pass is an exact match.,Threat intelligence providers must provide at least three references from previous assignments related to penetration and red team testing.,Threat intelligence providers must provide at least three references from previous assignments related to penetration and red team testing.,False
ICT Patch and Vulnerability Management Guideline_v2.0,15.12,15.12,Match,Match,skipped,Skipped second-pass adjudication because first-pass is an exact match.,Measures and safeguards must be taken to ensure the participation of ICT third-party service providers if involved in the TLPT. The legal entity remains fully responsible for compliance with this Guideline.,Measures and safeguards must be taken to ensure the participation of ICT third-party service providers if involved in the TLPT. The legal entity remains fully responsible for compliance with this Guideline.,False
ICT Patch and Vulnerability Management Guideline_v2.0,15.13,15.13,Match,Match,skipped,Skipped second-pass adjudication because first-pass is an exact match.,"The control team must keep records of the documentation provided by the testers and threat intelligence providers, including their curriculum vitae, as evidence of compliance with the requirements set out in this Guideline.","The control team must keep records of the documentation provided by the testers and threat intelligence providers, including their curriculum vitae, as evidence of compliance with the requirements set out in this Guideline.",False
ICT Patch and Vulnerability Management Guideline_v2.0,15.14,15.14,Match,Match,skipped,Skipped second-pass adjudication because first-pass is an exact match.,"External testers and threat intelligence providers that do not fulfil one or more of the relevant requirements specified in this Guideline must only be contracted in exceptional cases. In such instances, the legal entity must take and document appropriate measures to mitigate the risks associated with non-compliance with those requirements.","External testers and threat intelligence providers that do not fulfil one or more of the relevant requirements specified in this Guideline must only be contracted in exceptional cases. In such instances, the legal entity must take and document appropriate measures to mitigate the risks associated with non-compliance with those requirements.",False
ICT Patch and Vulnerability Management Guideline_v2.0,15.15,15.15,Match,Match,skipped,Skipped second-pass adjudication because first-pass is an exact match.,"The control team must assess whether the threat intelligence providers and testers intended for the TLPT meet the relevant requirements, document the outcome of this assessment, and select providers based on this assessment and their risk management practices.","The control team must assess whether the threat intelligence providers and testers intended for the TLPT meet the relevant requirements, document the outcome of this assessment, and select providers based on this assessment and their risk management practices.",False
ICT Patch and Vulnerability Management Guideline_v2.0,15.16,15.16,Match,Match,skipped,Skipped second-pass adjudication because first-pass is an exact match.,"Before contracting threat intelligence providers and external testers, the control team must provide evidence of compliance with the relevant requirements specified in this Guideline to the test managers.","Before contracting threat intelligence providers and external testers, the control team must provide evidence of compliance with the relevant requirements specified in this Guideline to the test managers.",False
ICT Patch and Vulnerability Management Guideline_v2.0,15.17,15.17,Match,Match,skipped,Skipped second-pass adjudication because first-pass is an exact match.,Threat intelligence providers or external testers must not be contracted if the TLPT authority determines that they do not comply with national security legislation or lack the necessary qualifications.,Threat intelligence providers or external testers must not be contracted if the TLPT authority determines that they do not comply with national security legislation or lack the necessary qualifications.,False
ICT Patch and Vulnerability Management Guideline_v2.0,15.2,15.2,Match,Match,skipped,Skipped second-pass adjudication because first-pass is an exact match.,"If internal testers are used, all the following must additionally be fulfilled: Internal testers must be approved by the relevant competent authority or the single public authority The legal entity must have sufficient dedicated resources and capabilities when using internal testers, as verified by the competent TLPT authority, and must ensure that conflicts of interest are avoided throughout all phases of the TLPT, especially during the design and execution phases Measures must be taken to ensure that using internal testers does not adversely affect the legal entity's overall defensive or resilience capabilities with respect to ICT-related incidents, or significantly impact the availability of resources devoted to ICT-related tasks during a TLPT The threat intelligence provider must always be external The internal testing team includes a test lead, and at least two additional members All members of the test team have been employed by the financial entity or by an ICT intra-group service provider for the preceding 12 months;","If internal testers are used, all the following must additionally be fulfilled: - Internal testers must be approved by the relevant competent authority or the single public authority - The legal entity must have sufficient dedicated resources and capabilities when using internal testers, as verified by the competent TLPT authority, and must ensure that conflicts of interest are avoided throughout all phases of the TLPT, especially during the design and execution phases - Measures must be taken to ensure that using internal testers does not adversely affect the legal entity's overall defensive or resilience capabilities with respect to ICT-related incidents, or significantly impact the availability of resources devoted to ICT-related tasks during a TLPT - The threat intelligence provider must always be external - The internal testing team includes a test lead, and at least two additional members - All members of the test team have been employed by the financial entity or by an ICT intra-group service provider for the preceding 12 months;",False
ICT Patch and Vulnerability Management Guideline_v2.0,15.3,15.3,Match,Match,skipped,Skipped second-pass adjudication because first-pass is an exact match.,The use of internal testers must be mentioned in all the following documents: The test initiation documents The red team test report The report summarizing the relevant findings of the TLPT,The use of internal testers must be mentioned in all the following documents: - The test initiation documents - The red team test report - The report summarizing the relevant findings of the TLPT,False
ICT Patch and Vulnerability Management Guideline_v2.0,15.4,15.4,Match,Match,skipped,Skipped second-pass adjudication because first-pass is an exact match.,Testers employed by an ICT intra-group service provider must be regarded as internal testers of the legal entity.,Testers employed by an ICT intra-group service provider must be regarded as internal testers of the legal entity.,False
ICT Patch and Vulnerability Management Guideline_v2.0,15.5,15.5,Match,Match,skipped,Skipped second-pass adjudication because first-pass is an exact match.,"When using internal testers for TLPT, external testers must be contracted every three tests.","When using internal testers for TLPT, external testers must be contracted every three tests.",False
ICT Patch and Vulnerability Management Guideline_v2.0,15.6,15.6,Match,Match,skipped,Skipped second-pass adjudication because first-pass is an exact match.,"Contracts with external testers must ensure that the TLPT results are properly managed and that any data processing, including generation, storage, aggregation, drafting, reporting, communication, or destruction, does not introduce risks to the legal entity.","Contracts with external testers must ensure that the TLPT results are properly managed and that any data processing, including generation, storage, aggregation, drafting, reporting, communication, or destruction, does not introduce risks to the legal entity.",False
ICT Patch and Vulnerability Management Guideline_v2.0,15.7,15.7,Match,Match,skipped,Skipped second-pass adjudication because first-pass is an exact match.,"For external testers, the staff of the red team assigned to the TLPT must: Consist of at least one manager with at least five years' experience and at least two additional testers with at least two years' experience of penetration and red team testing each Possess a broad and suitable level of professional knowledge and skills, including understanding the legal entity's business, reconnaissance, risk management, exploit development, physical penetration, social engineering, vulnerability analysis, and adequate communication skills to clearly present the results Have participated in a minimum of five previous penetration and red team testing engagements Not be employed by, or provide services to, a provider that simultaneously performs blue team functions for any financial institution, ICT third-party service provider, or intragroup ICT service provider participating in the TLPT Be separated from any employee of the same vendor who is also providing threat intelligence services to the same TLPT","For external testers, the staff of the red team assigned to the TLPT must: - Consist of at least one manager with at least five years' experience and at least two additional testers with at least two years' experience of penetration and red team testing each - Possess a broad and suitable level of professional knowledge and skills, including understanding the legal entity's business, reconnaissance, risk management, exploit development, physical penetration, social engineering, vulnerability analysis, and adequate communication skills to clearly present the results - Have participated in a minimum of five previous penetration and red team testing engagements - Not be employed by, or provide services to, a provider that simultaneously performs blue team functions for any financial institution, ICT third-party service provider, or intragroup ICT service provider participating in the TLPT - Be separated from any employee of the same vendor who is also providing threat intelligence services to the same TLPT",False
ICT Patch and Vulnerability Management Guideline_v2.0,15.8,15.8,Match,Match,skipped,Skipped second-pass adjudication because first-pass is an exact match.,"The staff of the threat intelligence provider assigned to the TLPT must: Consist of at least one manager with a minimum of five years' experience and at least one other member with at least two years' experience in threat intelligence Possess a broad and suitable level of professional knowledge and skills, including intelligence gathering tactics, techniques and procedures, geopolitical, technical, and sectoral knowledge, and adequate communication skills to clearly present and report on the outcome of the assignment Have participated in a minimum of three previous threat intelligence engagements involving penetration and red team testing Not simultaneously perform blue team duties or other services that may present a conflict of interest with the legal entity, ICT third-party service provider or intragroup ICT service provider involved in the TLPT Be separated from, and not report to, personnel from the same vendor providing external testers for the same TLPT","The staff of the threat intelligence provider assigned to the TLPT must: - Consist of at least one manager with a minimum of five years' experience and at least one other member with at least two years' experience in threat intelligence - Possess a broad and suitable level of professional knowledge and skills, including intelligence gathering tactics, techniques and procedures, geopolitical, technical, and sectoral knowledge, and adequate communication skills to clearly present and report on the outcome of the assignment - Have participated in a minimum of three previous threat intelligence engagements involving penetration and red team testing - Not simultaneously perform blue team duties or other services that may present a conflict of interest with the legal entity, ICT third-party service provider or intragroup ICT service provider involved in the TLPT - Be separated from, and not report to, personnel from the same vendor providing external testers for the same TLPT",False
ICT Patch and Vulnerability Management Guideline_v2.0,15.9,15.9,Match,Match,skipped,Skipped second-pass adjudication because first-pass is an exact match.,Both threat intelligence providers and external testers must supply copies of certifications that meet recognized market standards and demonstrate their suitability for performing their respective activities.,Both threat intelligence providers and external testers must supply copies of certifications that meet recognized market standards and demonstrate their suitability for performing their respective activities.,False
ICT Patch and Vulnerability Management Guideline_v2.0,16,16,Match,Match,skipped,Skipped second-pass adjudication because first-pass is an exact match.,"Following the approval of the scope specification document by the TLPT authority, it must be ensured during the testing phase that the threat intelligence provider provides relevant information and that appropriate scenarios are selected for the TLPT.","Following the approval of the scope specification document by the TLPT authority, it must be ensured during the testing phase that the threat intelligence provider provides relevant information and that appropriate scenarios are selected for the TLPT.",False
ICT Patch and Vulnerability Management Guideline_v2.0,16.1,16.1,Match,Match,skipped,Skipped second-pass adjudication because first-pass is an exact match.,"The threat intelligence provider must analyze generic and sector-specific threat intelligence, identify cyber threats and existing or potential vulnerabilities relevant to the legal entity, and collect and analyze specific, actionable, and contextualized target and threat intelligence relating to the legal entity. This must include consultation with the control team and test managers.","The threat intelligence provider must analyze generic and sector-specific threat intelligence, identify cyber threats and existing or potential vulnerabilities relevant to the legal entity, and collect and analyze specific, actionable, and contextualized target and threat intelligence relating to the legal entity. This must include consultation with the control team and test managers.",False
ICT Patch and Vulnerability Management Guideline_v2.0,16.2,16.2,Match,Match,skipped,Skipped second-pass adjudication because first-pass is an exact match.,"The threat intelligence provider must present the relevant threats and targeted threat intelligence and propose appropriate scenarios to the control team, testers, and managers. The proposed scenarios must vary in terms of the identified threat actors and associated tactics, techniques, and procedures, and must target each of the critical or important functions within the scope of the TLPT.","The threat intelligence provider must present the relevant threats and targeted threat intelligence and propose appropriate scenarios to the control team, testers, and managers. The proposed scenarios must vary in terms of the identified threat actors and associated tactics, techniques, and procedures, and must target each of the critical or important functions within the scope of the TLPT.",False
ICT Patch and Vulnerability Management Guideline_v2.0,16.3,16.3,Match,Match,skipped,Skipped second-pass adjudication because first-pass is an exact match.,"The control team lead must select a minimum of three scenarios to conduct the TLPT based on the following elements: The recommendation of the threat intelligence provider and the threat-led nature of each scenario The input provided by the test managers The feasibility of the proposed scenarios, based on the expert judgement of the testers The size, complexity, and overall risk profile of the legal entity, as well as the nature, scale, and complexity of its services, activities, and operations","The control team lead must select a minimum of three scenarios to conduct the TLPT based on the following elements: - The recommendation of the threat intelligence provider and the threat-led nature of each scenario - The input provided by the test managers - The feasibility of the proposed scenarios, based on the expert judgement of the testers - The size, complexity, and overall risk profile of the legal entity, as well as the nature, scale, and complexity of its services, activities, and operations",False
ICT Patch and Vulnerability Management Guideline_v2.0,16.4,16.4,Match,Match,skipped,Skipped second-pass adjudication because first-pass is an exact match.,The selected scenarios must fulfil all of the following:,The selected scenarios must fulfil all of the following:,False
ICT Patch and Vulnerability Management Guideline_v2.0,16.4.1,16.4.1,Match,Match,skipped,Skipped second-pass adjudication because first-pass is an exact match.,"At most, only one of the selected scenarios must be non-threat-led and instead be based on a forward-looking and potentially fictitious threat, considering the expected developments in the threat landscape.","At most, only one of the selected scenarios must be non-threat-led and instead be based on a forward-looking and potentially fictitious threat, considering the expected developments in the threat landscape.",False
ICT Patch and Vulnerability Management Guideline_v2.0,16.4.2,16.4.2,Match,Match,skipped,Skipped second-pass adjudication because first-pass is an exact match.,"When performing a pooled TLPT, at least one scenario must cover relevant underlying ICT Systems, processes, and technologies of the ICT third-party service provider that support the critical or important functions within the scope of the TLPT. For a joint TLPT with an ICT intra-group service provider, the scenario must cover the ICT Systems, processes, and technologies of the intra-group service provider.","When performing a pooled TLPT, at least one scenario must cover relevant underlying ICT Systems, processes, and technologies of the ICT third-party service provider that support the critical or important functions within the scope of the TLPT. For a joint TLPT with an ICT intra-group service provider, the scenario must cover the ICT Systems, processes, and technologies of the intra-group service provider.",False
ICT Patch and Vulnerability Management Guideline_v2.0,16.5,16.5,Match,Match,skipped,Skipped second-pass adjudication because first-pass is an exact match.,"The threat intelligence provider must provide the control team with the targeted threat intelligence report, which includes the information outlined in Annex III of the RTS on TLPT and the selected scenarios.","The threat intelligence provider must provide the control team with the targeted threat intelligence report, which includes the information outlined in Annex III of the RTS on TLPT and the selected scenarios.",False
ICT Patch and Vulnerability Management Guideline_v2.0,16.6,16.6,Match,Match,skipped,Skipped second-pass adjudication because first-pass is an exact match.,"The control team must submit the targeted threat intelligence report to the test manager for approval, and the control team lead shall be informed once the report is validated.","The control team must submit the targeted threat intelligence report to the test manager for approval, and the control team lead shall be informed once the report is validated.",False
ICT Patch and Vulnerability Management Guideline_v2.0,17,17,Match,Match,skipped,Skipped second-pass adjudication because first-pass is an exact match.,"During the testing phase, it must be ensured that a red team test plan is agreed upon and that the subsequent testing activities are conducted in accordance with this plan and other relevant requirements.","During the testing phase, it must be ensured that a red team test plan is agreed upon and that the subsequent testing activities are conducted in accordance with this plan and other relevant requirements.",False
ICT Patch and Vulnerability Management Guideline_v2.0,17.1,17.1,Match,Match,skipped,Skipped second-pass adjudication because first-pass is an exact match.,"Once the TLPT authority approves the targeted threat intelligence report, the testers must prepare the red team test plan, including the information outlined in Annex IV of the RTS on TLPT. They must use the approved threat intelligence report and the scope specification document as the basis for developing the attack scenarios.","Once the TLPT authority approves the targeted threat intelligence report, the testers must prepare the red team test plan, including the information outlined in Annex IV of the RTS on TLPT. They must use the approved threat intelligence report and the scope specification document as the basis for developing the attack scenarios.",False
ICT Patch and Vulnerability Management Guideline_v2.0,17.10,17.10,Match,Match,skipped,Skipped second-pass adjudication because first-pass is an exact match.,"The control team must provide in a timely manner leg-ups, designed based on the red team test plan, to help overcome obstacles and ensure that the exercise remains within the time constraints. These leg-ups may be added or modified with the approval of the control team and the test managers.","The control team must provide in a timely manner leg-ups, designed based on the red team test plan, to help overcome obstacles and ensure that the exercise remains within the time constraints. These leg-ups may be added or modified with the approval of the control team and the test managers.",False
ICT Patch and Vulnerability Management Guideline_v2.0,17.11,17.11,Match,Match,skipped,Skipped second-pass adjudication because first-pass is an exact match.,"If an employee of the legal entity or one of its ICT third-party service providers or intra-group ICT service providers discovers the testing activities, the control team, in coordination with the testers, must propose and submit measures to the test managers for validation. These measures must enable the continuation of the TLPT while maintaining its confidentiality.","If an employee of the legal entity or one of its ICT third-party service providers or intra-group ICT service providers discovers the testing activities, the control team, in coordination with the testers, must propose and submit measures to the test managers for validation. These measures must enable the continuation of the TLPT while maintaining its confidentiality.",False
ICT Patch and Vulnerability Management Guideline_v2.0,17.12,17.12,Match,Match,skipped,Skipped second-pass adjudication because first-pass is an exact match.,"Only in exceptional circumstances that pose a risk of harm to data, damage to assets, or disruption of critical or important functions, services, or operations - whether belonging to the legal entity, its ICT third-party service providers, its intra-group ICT service providers or impacting its counterparties or the financial sector - the control team lead must temporarily suspend the TLPT. As a final resort, if continuing the TLPT is impossible and with prior validation from the TLPT authority, the control team lead must proceed with a limited purple teaming exercise, whose duration counts towards the minimum 12-week active red team testing phase.","Only in exceptional circumstances that pose a risk of harm to data, damage to assets, or disruption of critical or important functions, services, or operations - whether belonging to the legal entity, its ICT third-party service providers, its intra-group ICT service providers or impacting its counterparties or the financial sector - the control team lead must temporarily suspend the TLPT. As a final resort, if continuing the TLPT is impossible and with prior validation from the TLPT authority, the control team lead must proceed with a limited purple teaming exercise, whose duration counts towards the minimum 12-week active red team testing phase.",False
ICT Patch and Vulnerability Management Guideline_v2.0,17.2,17.2,Match,Match,skipped,Skipped second-pass adjudication because first-pass is an exact match.,"The testers must consult with the control team, threat intelligence provider, and test managers on the red team test plan. This includes communication, operational and project management arrangements, preparation and use cases for activating leg-ups, as well as reporting arrangements to the control team and test managers.","The testers must consult with the control team, threat intelligence provider, and test managers on the red team test plan. This includes communication, operational and project management arrangements, preparation and use cases for activating leg-ups, as well as reporting arrangements to the control team and test managers.",False
ICT Patch and Vulnerability Management Guideline_v2.0,17.3,17.3,Match,Match,skipped,Skipped second-pass adjudication because first-pass is an exact match.,The red team test plan must be approved by the control team and the TLPT authority.,The red team test plan must be approved by the control team and the TLPT authority.,False
ICT Patch and Vulnerability Management Guideline_v2.0,17.4,17.4,Match,Match,skipped,Skipped second-pass adjudication because first-pass is an exact match.,"Any subsequent changes to the red team test plan, including schedule, scope, target systems, or flags, must be approved by both the control team lead and the test managers.","Any subsequent changes to the red team test plan, including schedule, scope, target systems, or flags, must be approved by both the control team lead and the test managers.",False
ICT Patch and Vulnerability Management Guideline_v2.0,17.5,17.5,Match,Match,skipped,Skipped second-pass adjudication because first-pass is an exact match.,"Once the red team test plan is approved by both the control team and the TLPT authority, the testers must carry out the TLPT during the active red team testing phase.","Once the red team test plan is approved by both the control team and the TLPT authority, the testers must carry out the TLPT during the active red team testing phase.",False
ICT Patch and Vulnerability Management Guideline_v2.0,17.6,17.6,Match,Match,skipped,Skipped second-pass adjudication because first-pass is an exact match.,"While the active red team testing phase must be conducted for a minimum of 12 weeks, any additional duration must be proportionate to the scope of the TLPT and reflect the size, activity, complexity, and number of financial institutions and ICT third parties or intra-group ICT service providers involved.","While the active red team testing phase must be conducted for a minimum of 12 weeks, any additional duration must be proportionate to the scope of the TLPT and reflect the size, activity, complexity, and number of financial institutions and ICT third parties or intra-group ICT service providers involved.",False
ICT Patch and Vulnerability Management Guideline_v2.0,17.7,17.7,Match,Match,skipped,Skipped second-pass adjudication because first-pass is an exact match.,"The control team, threat intelligence provider, testers, and test managers must all agree on the conclusion of the active red team testing phase.","The control team, threat intelligence provider, testers, and test managers must all agree on the conclusion of the active red team testing phase.",False
ICT Patch and Vulnerability Management Guideline_v2.0,17.8,17.8,Match,Match,skipped,Skipped second-pass adjudication because first-pass is an exact match.,"Throughout the active red team testing phase, the testers must update the control team and test managers on the status of the TLPT at least weekly.","Throughout the active red team testing phase, the testers must update the control team and test managers on the status of the TLPT at least weekly.",False
ICT Patch and Vulnerability Management Guideline_v2.0,17.9,17.9,Match,Match,skipped,Skipped second-pass adjudication because first-pass is an exact match.,"During the entire active red team testing phase, the threat intelligence provider must be available for consultation and to provide additional threat intelligence as requested by the control team.","During the entire active red team testing phase, the threat intelligence provider must be available for consultation and to provide additional threat intelligence as requested by the control team.",False
ICT Patch and Vulnerability Management Guideline_v2.0,18,18,Match,Match,skipped,Skipped second-pass adjudication because first-pass is an exact match.,It must be ensured that the parties involved in the TLPT do not carry out any prohibited activities during the testing phase.,It must be ensured that the parties involved in the TLPT do not carry out any prohibited activities during the testing phase.,False
ICT Patch and Vulnerability Management Guideline_v2.0,18.1,18.1,Match,Match,skipped,Skipped second-pass adjudication because first-pass is an exact match.,The testers and threat intelligence providers must be prohibited from the following activities:,The testers and threat intelligence providers must be prohibited from the following activities:,False
ICT Patch and Vulnerability Management Guideline_v2.0,18.1.1,18.1.1,Match,Match,skipped,Skipped second-pass adjudication because first-pass is an exact match.,Unauthorized destruction of equipment and modification of information and IT Assets of the legal entity or its ICT third-party service providers.,Unauthorized destruction of equipment and modification of information and IT Assets of the legal entity or its ICT third-party service providers.,False
ICT Patch and Vulnerability Management Guideline_v2.0,18.1.2,18.1.2,Match,Match,skipped,Skipped second-pass adjudication because first-pass is an exact match.,Intentional disruption of the continuity of critical or important functions of the legal entity.,Intentional disruption of the continuity of critical or important functions of the legal entity.,False
ICT Patch and Vulnerability Management Guideline_v2.0,18.1.3,18.1.3,Match,Match,skipped,Skipped second-pass adjudication because first-pass is an exact match.,Unauthorized inclusion of ICT Systems outside the scope of the TLPT.,Unauthorized inclusion of ICT Systems outside the scope of the TLPT.,False
ICT Patch and Vulnerability Management Guideline_v2.0,18.1.4,18.1.4,Match,Match,skipped,Skipped second-pass adjudication because first-pass is an exact match.,Unauthorized disclosure of test results.,Unauthorized disclosure of test results.,False
ICT Patch and Vulnerability Management Guideline_v2.0,19,19,Match,Match,skipped,Skipped second-pass adjudication because first-pass is an exact match.,"Once the active red team testing phase has been completed, it must be ensured that the closure phase is initiated, relevant reports are submitted and required exercises are being performed.","Once the active red team testing phase has been completed, it must be ensured that the closure phase is initiated, relevant reports are submitted and required exercises are being performed.",False
ICT Patch and Vulnerability Management Guideline_v2.0,19.1,19.1,Match,Match,skipped,Skipped second-pass adjudication because first-pass is an exact match.,"At the end of the active red team testing phase, the control team lead must inform the blue team that a TLPT has taken place. The control team must then promptly provide the red team test report to the blue team and test managers.","At the end of the active red team testing phase, the control team lead must inform the blue team that a TLPT has taken place. The control team must then promptly provide the red team test report to the blue team and test managers.",False
